Dataset,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,DecisionTree,SVM,KNN,LR,MLP
first-order-theorem-proving_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,0.10535419719666145,0.051018066519006984,2.9280579229637542,0.793534646611057,0.0255,0.31041759024094934,0.10291274286224883,0.0,0.018800736438157217,0.008568442253895981,2.3000113174598753,0.24511497579280214,0.21975629528567683,0.24031143309065373,0.23543401445458684,1.0391424615735327,2.44232863972013,23.912550412970084,0.16666666666666666,0.1273835415847223,,,1.7067211966930411,,,39.21568627450981,0.680857,0.4905774138844322,5.131884965733618,0.7692499820482522,95.8107880914181,213.32498109010703,0.6195340741362129,0.3296109197705882,0.3088330143009182,10.97387745098039,11.980219124475784,0.002955225637254902,0.023871485598857524,-0.15975398039215682,0.2831682303790092,-1.1458531764705884,0.9781282172926964,0.09618427469001203,0.03244391826763433,51,0,0,6,0.13568627450980392,5.0,2000,0.0,51,46,29.442168768236392,,0.5241595322287153,12.11973062745098,11.549575760211008,0.3031469080925301,1.0038084421393567,0.17927993341296375,,5.427383169268733,7.287556451717548,0.008554031952132474,0.013613204059379566,-0.14510443769607842,0.19118804253385988,1.039142461573533,0.4416668309405453,0.5664409938978391,0.4640059849954903,0.48700499600049824,0.5049990020005012,0.4700067383725554,0.5094960027493761
helena_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.041853595927653996,0.059645425913690965,3.560274783852085,0.12818470831298182,0.0135,0.35346196320195655,0.1799566189427627,0.0,0.09356377307533359,0.022294497745308214,5.977419906627973,0.21156986095568447,0.23713707319367613,50.09461123987498,265.1509186530369,409.6315653779121,1725.131815203949,8.588258434300608,0.009999999999999998,0.011369372289736416,,,142.74783213603865,,,74.07407407407408,14.328028171296298,24.40851672425596,8.841695617751322,0.1656915707027478,24.725348291083204,53.327313675520784,7.417645706096673,10.38460624596111,17.634258068896084,57.48441874074074,78.17652842267381,20.897982989845904,39.20197747163828,19.709897885185185,37.0196559225962,-11.783389587333334,22.033210703229674,0.6959990727287364,0.12779179736705076,27,0,0,100,0.13675213675213677,27.0,2000,0.0,27,18,4.115344148223731,,4.215248706859773,69.26780832807408,77.55740522730562,2.650618251576427,10.664254130656202,17.52958129386826,,-0.07832859524624343,2.625179004145626,9.228744311939771e-05,0.00032862173025072065,20.082162063707035,37.60909196458753,409.6315653779119,1007.7186634046159,0.004845492479378997,0.15399582491036765,0.17250834042438243,0.1360025692859276,0.22500311405858633,0.19749884817351085
helena_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,0.03830313132782815,0.051464585427686685,3.560308620018744,0.1279899944459844,0.0135,0.3545427185929847,0.18458445420635647,0.0,0.09444586935973083,0.022057842017819868,5.977419906627973,0.2109175516087111,0.23783234180329885,50.65482338645729,275.32390286444223,421.86924340241757,1788.7542725570604,8.507021353199468,0.009999999999999998,0.011369372289736416,,,156.8581937670085,,,74.07407407407408,14.269985724074074,24.514049585723576,8.835083069623161,0.16187130577274453,21.484562275017865,43.6520026835198,7.62277075624415,10.345890826623334,17.69738470623055,57.97142896296296,78.402946128882,20.673749264147816,38.70338828005725,19.538824177777776,36.37127680799071,-11.895454462592593,21.679407611929335,0.7026454570235541,0.1291331819659209,27,0,0,100,0.12535612535612536,27.0,2000,0.0,27,19,4.067005819834676,,4.279771500398338,69.86688342555557,77.98574234193197,2.706345511864299,10.819681077179766,17.79120472997874,,-0.17703027440650995,2.8125443250649638,9.344100743296667e-05,0.00033394226609207936,19.788377761646355,36.9152330965827,421.8692434024178,1043.7937900630634,0.004339118490237692,0.15049007028017522,0.18699959329644486,0.15200132666399532,0.23749761755758758,0.21449710580145365
helena_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,0.05160090141011696,0.10126928420258975,3.56032137490155,0.12798476525243446,0.0135,0.3588494178544131,0.18603797036539554,0.0,0.09456412196373123,0.022302483301202616,5.977419906627973,0.209581637401786,0.2353269787937672,48.05887387431932,256.0310137248685,399.7301238201448,1671.409455329876,8.508575065787415,0.009999999999999998,0.011369372289736416,,,158.3345029829484,,,74.07407407407408,13.927144897222222,23.646859509385713,8.835224131429632,0.16627643103081924,23.684575530165695,46.712063374089276,7.535259359984715,10.136901595006668,17.094198578651238,58.55796922222222,78.44912328527879,20.872377378745107,39.02903984534988,19.810341937037034,36.77676402935309,-12.47149023111111,21.937298068246168,0.7025171500998917,0.12546479905023172,27,0,0,100,0.11965811965811966,27.0,2000,0.0,27,18,4.067949407918801,,4.376731713609752,71.02945945333333,77.96324149817977,2.3653108664903466,10.600253382432946,17.274757379244495,,-0.17488512048991356,2.7763567215910574,9.098417966532048e-05,0.0003243371216685028,20.081535120331324,37.38163221331001,399.7301238201448,983.0516595289209,0.004013321315578779,0.1650000825413119,0.19449959704832268,0.14700157428793112,0.23450211831021428,0.20551060805933372
helena_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,0.03652922410305986,0.06758056512903982,3.5602412035396696,0.12836929324475543,0.0135,0.3474741465567093,0.18980584034525658,0.0,0.09214521640639094,0.023026076039185946,5.977419906627973,0.20834438549990453,0.23802442111924246,46.950728788040735,251.9255143583517,395.5734141935664,1644.233558967884,8.708028369563289,0.009999999999999998,0.011369372289736416,,,99.34941294833251,,,74.07407407407408,14.123587837962965,24.09003747160256,8.851234785751826,0.16822310858932282,22.73211955371989,46.36534633674316,7.278699626640655,10.276635349104447,17.47265786539177,55.94100455555555,79.95680228589474,20.757629012868076,38.88831957876328,19.738583644444446,37.07350735972264,-12.581114642444444,22.794309328154892,0.6864263244158153,0.12584544843262593,27,0,0,100,0.13105413105413105,27.0,2000,0.0,27,19,4.186632675501804,,4.196616310941859,68.522119198,77.43212556310625,2.3787569180746617,10.568213857459412,17.169885635934005,,-0.5554622070771019,3.3114545579695864,9.050872622038706e-05,0.00032208355310433574,20.01508335016395,37.51464993900053,395.57341419356663,967.095376780782,0.0049764324613153915,0.15349982666324494,0.18550259404832117,0.14900507704105903,0.23950262106184148,0.217002609806208
helena_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,0.02585279811091918,0.04250898944516698,3.5602794071810724,0.1281855302636441,0.0135,0.35404679909128933,0.18503418872097233,0.0,0.09391850693727574,0.0227602275673193,5.977419906627973,0.2155966588873501,0.23620697386751802,51.03393432853538,268.9618820312719,414.8092027607411,1749.649292310056,8.5192359143226,0.009999999999999998,0.011369372289736416,,,128.29092783580697,,,74.07407407407408,14.257253754629629,24.469897868878576,8.836061283504156,0.17184727187124282,38.95502837052066,80.41800689699724,7.579374997032899,10.198378806560001,17.298340406965874,53.96412422222221,79.25265235233047,20.700028034095734,38.917193809800715,19.305851066666666,36.18405512780014,-15.12287565214815,29.189903633202764,0.7016380303048884,0.1292955867296781,27,0,0,100,0.12535612535612536,27.0,2000,0.0,27,18,4.074239498725569,,4.274605596449609,69.08699987437038,76.77942088958613,2.5378463710942443,10.797302569965089,17.598231357026158,,-0.9957669323675025,4.454467561677677,9.12670063135922e-05,0.00032533357885355436,19.774818296518454,37.108797146229456,414.8092027607409,1021.432070974653,0.004343552058498581,0.1609968289128709,0.17999783891837864,0.14100157128642885,0.22149660905283095,0.21398910154532344
KDDCup99_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.09242261672482936,0.18165957881213846,0.3832983905432335,0.5509556884325929,0.036,0.9712597927035366,0.042183050558241904,0.0,0.3602353789785313,0.333964509010137,1.4819727203170574,,,328.8652543019444,5741.755533306967,1991017.942258564,15096411.85313004,6.158241510623583,0.125,0.20399177154273368,7.328513995616536,32.30905999689455,54252.69886530587,1.3364220133668283,7.62952540480283,27.77777777777778,28.87267361111111,138.02134945549258,1.624622426043285,0.24455444380923955,,,inf,10.584116666666667,89.45517031946349,9218.194444444445,61245.79802652032,35.47727354166667,135.23817620334182,28.555555555555557,110.18203745235338,0.05555555555555555,0.23066889195376988,0.24064868481700596,0.34727251576904855,72,39,0,8,0.05438184663536776,7.0,2000,9.0,72,55,0.5927715991246792,,6.614095552984013,9218.138888888889,61245.80615416369,inf,229.38231210219652,1402.0353524456802,,,,0.42242902615518213,0.2972201895456654,25.643663310185183,102.31009973095419,1991017.942258562,15096333.008467609,0.0,0.9939984962473719,0.9084894489692091,0.9900004952478715,0.9914989952471212,0.9930004967486227
KDDCup99_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,0.12225266403939103,0.2196699980249531,0.36749213235731193,0.5488167130438515,0.0375,0.9951122298915808,0.012029425517953133,0.0,0.35311716642853413,0.34336486539931654,1.4819727203170574,,,825.4604951563607,17980.574316553095,33707035.24150919,278339696.85096556,6.38882405879693,0.125,0.20399177154273368,7.082333997750476,31.945801252284017,54257.32173126554,1.3346962018768158,7.818962970921114,26.666666666666668,27.778799999999997,135.48695620831768,1.617501551340927,0.2440455550987977,,,inf,10.160752,87.64800455881772,35827.0,258511.35904981775,47.25996786666667,223.2405950861464,27.413333333333334,108.07243483502705,0.05333333333333334,0.2262104576963036,0.2319633013334422,0.3454033913286783,75,43,0,8,0.04972972972972973,7.0,2000,9.0,75,58,0.58426841765392,,6.932606693028313,35826.94666666666,258511.3664611649,inf,815.0136008657755,5786.995095474594,,,,0.42821971992573943,0.290538070154715,24.49139033333333,99.69971689738026,33707035.241509244,278339653.21732837,0.0,0.9980002491246869,0.6989500745122933,0.9910014962488726,0.9960004982493738,0.9944997471234353
KDDCup99_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,0.10092750598142229,0.2025313344487241,0.3933245610021334,0.5554187125576446,0.035,0.8800843083245117,0.2470285465363791,0.0,0.3662642929443136,0.31787456211707343,1.4819727203170574,,,292.12670499654155,4615.3292967611715,127728.1835271945,695192.6270494518,6.03192493620567,0.125,0.20399177154273368,7.566860891992982,32.85616302076901,54249.14709191044,1.3935182442207499,7.784218988507219,28.571428571428573,29.497214285714282,139.77859430997384,1.6296090912321834,0.24977517866105434,,,1501199875791153.5,10.88652,90.72395652837668,1643.8787142857145,8461.744606621423,32.315253285714284,115.26429555742794,29.37142857142857,111.65866353694702,0.05714285714285714,0.23379132809659067,0.24568819008700718,0.3467509971128028,70,37,0,8,0.05962732919254658,7.0,2000,10.0,70,52,0.6009095140586236,,5.787977345136495,1643.8215714285716,8461.75324806754,1501199875790164.2,77.97602991516804,351.29892634667266,,,,0.4311425773210125,0.30765827974560417,26.4636005952381,104.27762551407449,127728.18352719434,694115.511968161,2.4144517896463054e-24,0.9964994979987484,0.969503986745366,0.9915012463738101,0.9934994964979973,0.9949994972483728
KDDCup99_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,0.18656484093649117,0.25670058047160976,0.36661568625079227,0.5442704477182781,0.0375,0.9650290911131795,0.047576943116158676,0.0,0.35573973777622536,0.33852723190469836,1.4819727203170574,,,270.3411936945172,4584.621913370827,114213.67981617016,763126.2696451553,6.341409730652303,0.125,0.20399177154273368,6.98386439216461,31.46331023215354,54249.58078449844,1.2070772462059638,6.853665962338402,26.666666666666668,27.50756666666667,135.3026855999903,1.6148907299844102,0.23829667983264144,,,779979174838.6198,10.160752,87.64800455881772,1632.7966666666666,8842.32459802168,29.10398839999999,106.68815942061221,27.413333333333334,108.07243483502705,0.05333333333333334,0.2262104576963036,0.2336976765834394,0.34695777772906133,75,41,0,8,0.05081081081081081,7.0,2000,10.0,75,57,0.5687605097772369,,6.532549419960775,1632.7433333333333,8842.332241049506,779979152643.6997,66.56316698389192,333.56645365498656,,,,0.4301740476218235,0.29977593484328185,24.61964177777778,100.44017194703305,114213.67981617026,762089.4851087742,8.963715983627044e-25,0.9960012486249368,0.9714969842406124,0.9914997456226842,0.9924992458725592,0.9939992466229347
KDDCup99_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,0.08045412889684284,0.1827408049864577,0.3783810317672916,0.5487394365348467,0.0365,0.9705836109597207,0.04672370985483866,0.0,0.3494141139763847,0.3257856786001605,1.4819727203170574,,,323.95224717853466,5481.513942087591,210175.39379687706,1217232.9531769531,6.292179974985791,0.125,0.20399177154273368,7.209058085030932,32.11165211035864,54254.65883561348,1.203320443327604,6.730625182923157,27.397260273972602,28.660376712328766,137.55313327169105,1.6248276345529755,0.244830981302204,,,3759265236793.8306,10.439128767123288,88.84041882589484,2497.4931506849316,14174.299896607952,31.94612869863013,116.51759292049927,28.164383561643834,109.46524228907727,0.0547945205479452,0.22915369411186493,0.23552611753137337,0.3429398817892825,73,39,0,8,0.05289193302891933,7.0,2000,9.0,73,56,0.6065353419536973,,6.607326451420869,2497.4383561643835,14174.308186122353,3759265131360.015,92.1315855506882,452.2039090523135,,,,0.4201827799505957,0.29574642523284084,25.148873287671233,100.95756196473396,210175.39379687686,1216328.8228547687,3.58605434485942e-26,0.9950009979994988,0.9565119842481161,0.9930004967486227,0.9955007481244363,0.9965017491254372
mfeat-fourier,0.013343860083759472,0.00699871613694428,3.584956441221679,1.4726575779465782e-06,0.038,0.7214369770916434,0.2300735384217711,0.0,0.03862234908914018,0.03471876806723236,3.321928094887362,0.14589066038128862,0.10352045337399217,0.0007167773171461904,0.0009834523779476115,0.005520282684969966,0.012127960943888266,11.401216482645072,0.1,0.0,0.11176989956186348,0.05890530497567272,0.8428018993873003,0.08415997438098963,0.04566589766420451,26.31578947368421,0.09598725911184211,0.05310480752747529,6.6155184261905084,0.23040679484184495,0.11259554101330853,0.6362908601643319,30.989779133345593,0.06997288616407896,0.03795016888764272,0.3819513794736842,0.14996471638605519,0.13203208401769737,0.06846331864492629,0.1262276590789474,0.0698719976883466,0.003192156710526316,0.002479226632292895,0.2913661099185337,0.23040676021179649,76,0,0,10,0.00631578947368421,9.0,2000,0.0,76,69,11.303958213342096,,5.107712471891469,0.37875922276315793,0.14835346525342397,16.403729706718426,0.0671079516668835,0.03209926657758911,2.100858788656286,0.5438839049092433,0.2488123124334294,1.6084735963029035e-06,5.295566083550239e-07,0.12739265661875,0.06888200686591843,0.005520282684969967,0.0058788737976118435,5.0408408132533075e-05,0.7250053651852753,0.8405076740908825,0.8365059212135675,0.8000061530796163,0.8165046605826216
mfeat-karhunen,0.011243932933776145,0.0047874549135704485,3.5849565906921574,1.0831206646577665e-06,0.032,0.8098470620715799,0.11446796646031193,0.0,0.03604646814485218,0.02517886417733165,3.321928094887362,0.1072004660490464,0.08336768154338596,0.5524602893457023,0.9243396345741862,6.4915886772050735,13.013808957019453,12.06035335179629,0.1,0.0,,,22.833853683485795,,,31.25,2.9604338379296875,2.0538280754625093,6.631442665102352,0.18086598621939134,-0.0514900121007718,0.25343786689836234,29.175636606973576,2.182102207215,1.4923378033998846,6.893724891875,3.9036383210531334,0.05308473924664062,0.7394593795167501,0.04568855382812502,0.7425866299063965,-6.7565145228125,3.3739291081874154,0.27544202047716854,0.1808657665013349,64,0,0,10,0.000496031746031746,9.0,2000,28.0,64,61,12.015285701439717,,6.007493698278197,13.6502394146875,7.023282595502795,10.861191348028822,2.1526628287026788,1.3737240029177478,1.906035924584586,-0.00427923625665644,0.1644583897068151,1.517067369877409e-06,5.363521576058539e-08,0.0462514596875,0.7426381825565573,6.491588677205074,9.75555816406087,1.256374491242376e-05,0.8085019052035544,0.9769979874927402,0.9714969842406124,0.9580014797406102,0.9679949814882348
mfeat-zernike,0.021267030880995637,0.03335911704340088,3.584956726082243,1.795561255245292e-15,0.0235,0.716098543610477,0.2557855944306044,0.0,0.05397938200340831,0.024113769933420452,3.321928094887362,0.2577673468649649,0.21297227886581258,386.5446035561373,828.0089360777957,2910.4386186554443,7370.016572640174,8.33099617165822,0.1,0.0,76.10954922235662,100.61616211231592,695.837748412164,59.27453675011991,97.41204915429475,42.5531914893617,56.50728719276595,51.86985380620137,6.508141618303341,0.1715344257234797,0.7268303504961955,1.4168759180277448,20.23785657141569,40.98755702567891,37.670969851165694,221.22523790510638,207.45851057764443,88.63642941472713,105.16803471792882,83.48502914585106,103.68203413984314,13.034599618723405,49.82700295491813,0.3987432026662614,0.17153442572347974,47,0,0,10,0.1267345050878816,9.0,2000,0.0,47,40,7.990640347248167,,5.1385842799951575,208.190638286383,186.03906133132602,7.218190113482803,40.125452921755205,36.45073279651477,,0.7896442267750822,0.48693065342941755,1.591106059069886e-06,2.895691464151629e-07,84.67692958992872,104.00831986604496,2910.4386186554443,3886.029216633387,0.00011890914580214872,0.663996830413622,0.822503162832998,0.8185051618334976,0.8030099064581823,0.7980041510776145
one-hundred-plants-margin,0.07030286904472026,0.05464164995482539,2.922863484144723,0.7746280644343414,0.04,0.49869472894550215,0.2871356340769411,0.0,0.2826381598899346,0.09218829702284431,6.643856189774723,0.2597764265681439,0.18278228176317315,8.26916413540583e-05,0.00010783505680136263,0.0003685180480750847,0.0011793070695617666,5.4505237683717995,0.009999999999999998,1.7434626923745965e-18,0.0,0.0,0.16376349124548534,0.0,0.0,25.0,0.018745523437499998,0.012145594534589415,8.3477806375781,0.5262842964880261,10.493551206995203,24.670440203935403,127.76582681739144,0.011288724890624999,0.007926867424587862,0.1128846875,0.07139422316719207,0.015624954072265624,0.009271989948779554,0.01025390625,0.007681661726989599,0.0,0.0,1.218939036341346,0.3369759171147085,64,0,0,100,0.10664682539682539,64.0,1600,0.0,64,64,1.3978750347660684,,21.110724649870107,0.1128846875,0.07139422316719207,26.274002531690527,0.016837869171837265,0.009292657477763661,,2.2186061930559444,1.7807977981767762,0.026504409220693415,0.017064349499379676,0.011520964485677083,0.008009140727392096,0.0003685180480750848,0.0004574829726292103,6.3855758225037644e-18,0.4612386486872648,0.7731131114249777,0.7406326051160251,0.22812713001805904,0.7612283426205049
one-hundred-plants-shape,0.15882019834875755,0.1078908552024573,3.4593190620865943,8.004041987276706e-05,0.04,0.3225886949034032,0.24716734487976222,0.0,0.35648436862052507,0.02269045997827974,6.643856189774723,0.7019373186513342,0.22101463572295524,6.016691146292023e-08,2.6634442695591146e-08,8.746533409931504e-08,5.271262254226601e-07,3.5500872308619527,0.009999999999999998,1.7434626923745965e-18,0.0005413601539352419,7.293466367677196e-05,0.0011422631455798614,0.0004789623695624842,7.690482492583272e-05,25.0,0.00031762890625000004,4.270633833174366e-05,8.231712451731301,0.06926775776958298,3.7792511628874492,2.450510880784778,46.78069243566201,0.00022770651093749998,3.2050023880297763e-05,0.002256328125,0.00027640699544862553,0.00060469328125,6.1559302466312e-05,0.0005607578125000001,9.57321408678344e-05,7.465624999999999e-05,3.704875327251403e-05,1.8714628001300155,0.06926962910547145,64,0,0,100,0.7911706349206349,64.0,1600,0.0,64,64,0.8484572933249147,,10.508838700706194,0.002181671875,0.00027447977082702097,20.935951686724238,0.00029219977471656026,4.601863810026695e-05,,1.388329502361847,0.7061943897478977,0.0006989677122447812,4.545134323952278e-05,0.0005656886067708334,8.83830412112767e-05,8.7465334099315e-08,2.8279471456272008e-08,3.85674617237401e-08,0.4112553960457495,0.44937144704204174,0.5543773847418682,0.009375007319649688,0.07438169455160411
one-hundred-plants-texture,0.03509327777225065,0.035079901242086715,2.6839240641337323,0.7566730122868178,0.04002501563477173,0.5651153509831963,0.2609806735035656,0.0,0.31854375074661323,0.10211917071925718,6.6438276700506105,0.16016806713096962,0.13532039664849918,0.00011793725496741812,0.00015853286262118503,0.0009439440230669112,0.001950628927582911,6.061302097668514,0.01,6.253908692933072e-05,0.0,0.0,0.1532000014590093,0.0,0.0,24.984375,0.0180891796875,0.010815319716695516,8.231646052105543,0.5426572236042281,15.615852082410031,17.927989128044764,91.3668646143022,0.007714315284375,0.006324445874734827,0.2362369375,0.14777899488354115,0.015625021996169483,0.006912473271524939,0.005493140625,0.004683390546565249,0.0,0.0,1.0961056820788004,0.23964151424643337,64,0,0,100,0.03125,64.0,1599,0.0,64,64,1.4485997180888452,,24.72973048704872,0.2362369375,0.14777899488354115,11.15617396823693,0.02696152492138746,0.014848062567612907,,3.1371212844330323,1.4526321969911067,0.009253128476003899,0.0030437236586642645,0.007502705954084287,0.005049505556265158,0.0009439440230669112,0.0011432723816522437,1.1413411675298832e-18,0.4752970606629144,0.7104440275171983,0.6679174484052534,0.3145716072545341,0.7573483427141964
optdigits,0.016419184437784548,0.048720259461461704,2.1819868595250167,1.390175512105232,0.011387900355871887,0.7963519728380145,0.12539697646661457,0.0,0.1195809220109714,0.09112308094166509,3.3218327248667654,,,2.2359895100111027,3.5836040966434064,18.81369800483901,36.94660054320213,10.606471618611037,0.09999999999999999,0.0012126363167414508,0.0,0.0,37.19638178638707,0.0,0.0,87.8125,6.0,5.151667937637532,5.190630350090906,1.2226478611230003,,,24.927206133115487,3.6370031249999997,3.716414863901096,13.390625,5.016218734946214,4.911243327402135,4.2227784915451965,4.765625,5.070118459215346,0.0,0.0,0.3131892343008762,0.20501090406267908,64,3,0,10,0.02827380952380952,9.0,5620,2.0,64,29,5.9669919031406256,,5.8333833954427305,13.390625,5.016218734946214,6.699432313798097,3.6862924649286324,2.303884006747176,,,,0.12412652037062682,0.18835427932942186,4.778145388493476,4.756955274242546,18.81369800483901,14.952573922455107,2.357248282002299e-05,0.8809582824549199,0.9827398009079956,0.9816724700821632,0.9578286090245344,0.9759780763657684
synthetic_control,0.0814482599862242,0.06356258615411395,2.9999989313053406,5.803663949711227e-06,0.1,0.6769927105642937,0.3651058487138759,0.0,0.1581006525582084,0.06774298132442809,2.584962500721156,0.45564968657727045,0.27301578628391143,55.6640937735827,56.50556476142477,109.32034165902898,618.8679826277242,3.0699667795830714,0.16666666666666666,0.0,,,100.04228284226464,,,10.0,15.669395833333333,7.760117655741885,4.742944991356015,0.34570836323005494,-0.5708726801319146,0.5960082098392693,32.2992555688334,11.591077995,5.7271524831322855,52.82164,6.449145338756662,30.09216547040833,0.748788644029861,30.034975,0.7952112636093547,7.978913906666667,7.529777998651092,0.8420164406704808,0.3457082096912096,60,0,0,6,0.43333333333333335,5.0,600,7.0,60,26,2.5628745311867087,,2.8248047738462665,44.84272609333333,13.220858100201237,17.334845544933632,9.751691244309711,3.803414104305423,1.4742078709806588,0.03383486492439054,0.28970936194755886,3.5879448952356275e-06,4.029997436180879e-06,30.076544106481478,0.5950707709066212,109.32034165902897,74.9906795843628,0.0007848788816695923,0.9,0.995,0.9833333333333334,0.9466666666666667,0.9316666666666666
texture,0.10448106150356683,0.12519783878766938,4.087278297895429,0.00013333998050829102,0.007272727272727273,0.8578184330827495,0.12239539232798856,0.0,0.11612079525504697,0.0399524925611,3.4594316186372978,0.7428268121641491,0.1553952120330907,0.04027753725018433,0.016376390221846185,0.05738964564900971,0.27638172695501645,3.002905144603989,0.09090909090909091,0.0,,,3.105161062118356,,,137.5,0.31258749999999996,0.0977724423381621,6.394681646557681,0.3389118239380821,1.1944297488292175,3.5579356570201965,103.54804718292475,0.22192668749999997,0.07348946519069208,0.40990000000000004,0.21385338855129649,-0.6055166227272728,0.207203986001009,-0.596075,0.23637092075694757,-1.1671,0.13892237271593671,1.1520282699750457,0.33902161186880125,40,0,0,11,0.8923076923076924,10.0,5500,0.0,40,36,2.547897568506686,,7.493350329933538,1.577,0.32027119918225716,47.39659106961273,0.2332013017456772,0.055532836330444736,,0.285158030816213,0.944008196153359,0.0008607299458208772,0.00018265649692015512,-0.6033732348484848,0.228495935666433,0.057389645649009745,0.027963647568791935,1.3233175908350926e-08,0.9196370193609109,0.9874546437807766,0.983818213800348,0.9761822462813207,0.9945452558738249
